# ID_REF	IDENTIFIER	Gene title	Gene symbol	Gene ID	GenBank Accession
37450_r_at	GNAS	GNAS complex locus	GNAS	2778	X04409
37451_at	SLCO3A1	solute carrier organic anion transporter family member 3A1	SLCO3A1	28232	AL109695
37452_at	UMOD	uromodulin	UMOD	7369	M15881
37453_at	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	CLPX	10845	AJ006267
37454_at	CCL13	C-C motif chemokine ligand 13	CCL13	6357	AJ001634
37455_at	CXCR5	C-X-C motif chemokine receptor 5	CXCR5	643	X68829
37456_at	LGALS2	galectin 2	LGALS2	3957	
37457_at	LRRTM2	leucine rich repeat transmembrane neuronal 2	LRRTM2	26045	AB007876
37458_at	CDC45	cell division cycle 45	CDC45	8318	AF062495
37459_at	COL8A1	collagen type VIII alpha 1 chain	COL8A1	1295	X57527
37460_at	TIAM1	T-cell lymphoma invasion and metastasis 1	TIAM1	7074	U16296
37461_at	ANGPT2	angiopoietin 2	ANGPT2	285	AF004327
37462_i_at	SF3A2	splicing factor 3a subunit 2	SF3A2	8175	L21990
37463_r_at	SF3A2	splicing factor 3a subunit 2	SF3A2	8175	L21990
37464_at	PEX13	peroxisomal biogenesis factor 13	PEX13	5194	AF048755
37465_at	TPPP	tubulin polymerization promoting protein	TPPP	11076	AB017016
37466_at	RAB29	RAB29, member RAS oncogene family	RAB29	8934	D84488
37467_at	IGHD	immunoglobulin heavy constant delta	IGHD	3495	K02882
37468_at	JAK2	Janus kinase 2	JAK2	3717	AF058925
37469_at	KNTC1	kinetochore associated 1	KNTC1	9735	D79988
37470_at	LAIR1	leukocyte associated immunoglobulin like receptor 1	LAIR1	3903	AF013249
37471_at	RPP40	ribonuclease P/MRP subunit p40	RPP40	10799	U94317
37472_at	MANBA	mannosidase beta	MANBA	4126	U60337
37473_at	KRT16	keratin 16	KRT16	3868	AF061812
37474_at	OIP5	Opa interacting protein 5	OIP5	11339	AF025441
37475_at	WDR62	WD repeat domain 62	WDR62	284403	
37476_at	RNF216P1	ring finger protein 216 pseudogene 1///ring finger protein 216	RNF216P1///RNF216	441191///54476	AA650210
37477_at	RNF216	ring finger protein 216	RNF216	54476	W27535
37478_at	SCGN	secretagogin, EF-hand calcium binding protein	SCGN	10590	Y16752
37479_at	CD72	CD72 molecule	CD72	971	M54992
37480_at	THPO	thrombopoietin	THPO	7066	L33410
37481_at	CDC40	cell division cycle 40	CDC40	51362	AF038392
37482_at	AKR1B10	aldo-keto reductase family 1 member B10	AKR1B10	57016	U37100
37483_at	HDAC9	histone deacetylase 9	HDAC9	9734	AB018287
37484_at	ITGA1	integrin subunit alpha 1	ITGA1	3672	X68742
37485_at	SLC27A2	solute carrier family 27 member 2	SLC27A2	11001	D88308
37486_f_at	MEIS3P1	Meis homeobox 3 pseudogene 1	MEIS3P1	4213	U68385
37487_at	TNRC6B	trinucleotide repeat containing 6B	TNRC6B	23112	AB029016
37488_at	CHURC1-FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta	CHURC1-FNTB///FNTB	100529261///2342	L00635
37489_s_at	SLC4A3	solute carrier family 4 member 3	SLC4A3	6508	U05596
37490_at	SLC4A3	solute carrier family 4 member 3	SLC4A3	6508	L27213
37491_at	TAF1	TATA-box binding protein associated factor 1	TAF1	6872	D90359
37492_at	CLMN	calmin	CLMN	79789	AB007969
37493_at	CSF2RB	colony stimulating factor 2 receptor beta common subunit	CSF2RB	1439	H04668
37494_at	CSF2RB	colony stimulating factor 2 receptor beta common subunit	CSF2RB	1439	M59941
37495_at	PRR3	proline rich 3	PRR3	80742	U63336
37496_at	ABCB8	ATP binding cassette subfamily B member 8	ABCB8	11194	U66688
37497_at	HHEX	hematopoietically expressed homeobox	HHEX	3087	L16499
37498_at	KCNG1	potassium voltage-gated channel modifier subfamily G member 1	KCNG1	3755	
37499_at	SOGA3	SOGA family member 3///KIAA0408	SOGA3///KIAA0408	387104///9729	AB007868
374_f_at	DDTL	D-dopachrome tautomerase-like///D-dopachrome tautomerase	DDTL///DDT	100037417///1652	
37500_at	ZNF175	zinc finger protein 175	ZNF175	7728	D50419
37501_at	NKRF	NFKB repressing factor	NKRF	55922	Y07707
37502_at	SMC2	structural maintenance of chromosomes 2	SMC2	10592	AF092563
37503_at	TBC1D30	TBC1 domain family member 30	TBC1D30	23329	AB023201
37504_at	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	SMURF1	57154	
37505_at	NR0B2	nuclear receptor subfamily 0 group B member 2	NR0B2	8431	L76571
37506_at	PRPF40A	pre-mRNA processing factor 40 homolog A	PRPF40A	55660	Z78308
37507_i_at	PRPF40A	pre-mRNA processing factor 40 homolog A	PRPF40A	55660	AA675900
37508_f_at	PRPF40A	pre-mRNA processing factor 40 homolog A	PRPF40A	55660	AA675900
37509_at	CRLF3	cytokine receptor like factor 3	CRLF3	51379	AF046059
37510_at	STX8	syntaxin 8	STX8	9482	AF036715
37511_at	B9D1	B9 domain containing 1	B9D1	27077	AB030506
37512_at	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	HSD17B6	8630	U89281
37513_at	SCD	stearoyl-CoA desaturase	SCD	6319	Y13647
37514_s_at	MASP2	mannan binding lectin serine peptidase 2	MASP2	10747	AB008047
37515_at	MASP2	mannan binding lectin serine peptidase 2	MASP2	10747	X98400
37516_at	DDN	dendrin	DDN	23109	AB018292
37517_at	RAP1GAP2	RAP1 GTPase activating protein 2	RAP1GAP2	23108	AB028962
37518_at	NUFIP1	NUFIP1, FMR1 interacting protein 1	NUFIP1	26747	
37519_at	ASGR1	asialoglycoprotein receptor 1	ASGR1	432	M10058
37520_at	ZNF330	zinc finger protein 330	ZNF330	27309	AJ006591
37521_s_at	ZNF330	zinc finger protein 330	ZNF330	27309	H82458
37522_r_at	ZNF330	zinc finger protein 330	ZNF330	27309	H82458
37523_at	ACADL	acyl-CoA dehydrogenase, long chain	ACADL	33	M74096
37524_at	STK17B	serine/threonine kinase 17b	STK17B	9262	AB011421
37525_at	EPPIN-WFDC6	EPPIN-WFDC6 readthrough///epididymal peptidase inhibitor	EPPIN-WFDC6///EPPIN	100526773///57119	
37526_at	VNN1	vanin 1	VNN1	8876	AJ132099
37527_at	ELK3	ELK3, ETS transcription factor	ELK3	2004	Z36715
37528_at	ASPH	aspartate beta-hydroxylase	ASPH	444	S83325
37529_at	CACNA1H	calcium voltage-gated channel subunit alpha1 H	CACNA1H	8912	AF051946
37530_s_at	RELN	reelin	RELN	5649	U79716
37531_at	TBC1D5	TBC1 domain family member 5	TBC1D5	9779	D86965
37532_at	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	ACADM	34	M91432
37533_r_at	TTC9	tetratricopeptide repeat domain 9	TTC9	23508	D86980
37534_at	CXADR	coxsackie virus and adenovirus receptor	CXADR	1525	Y07593
37535_at	CREB1	cAMP responsive element binding protein 1	CREB1	1385	M27691
37536_at	CD83	CD83 molecule	CD83	9308	Z11697
37537_at	TRIM23	tripartite motif containing 23	TRIM23	373	L04510
37538_at	LOC730101	uncharacterized LOC730101	LOC730101	730101	AL049354
37539_at	RGL1	ral guanine nucleotide dissociation stimulator like 1	RGL1	23179	AB023176
37540_at	MYOM2	myomesin 2	MYOM2	9172	X69089
37541_at	SELPLG	selectin P ligand	SELPLG	6404	AH003185
37542_at	LHFPL2	lipoma HMGIC fusion partner-like 2	LHFPL2	10184	D86961
37543_at	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	ARHGEF6	9459	D25304
37544_at	NFIL3	nuclear factor, interleukin 3 regulated	NFIL3	4783	X64318
37545_at	SCAMP5	secretory carrier membrane protein 5	SCAMP5	192683	W22110
37546_r_at	SCAMP5	secretory carrier membrane protein 5	SCAMP5	192683	W28870
37547_at	BBS9	Bardet-Biedl syndrome 9	BBS9	27241	U85995
37548_at	BBS9	Bardet-Biedl syndrome 9	BBS9	27241	U87408
37549_g_at	BBS9	Bardet-Biedl syndrome 9	BBS9	27241	U87408
37550_at	F8	coagulation factor VIII	F8	2157	M14113
37551_at	ZNF592	zinc finger protein 592	ZNF592	9640	D86966
37552_at	KCNK1	potassium two pore domain channel subfamily K member 1	KCNK1	3775	U33632
37553_at	TESK1	testis-specific kinase 1	TESK1	7016	D50863
37554_at	KLK6	kallikrein related peptidase 6	KLK6	5653	U62801
37555_at	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	PWP2	5822	X95263
37556_at	GCA	grancalcin	GCA	25801	M81637
37557_at	SLC4A2	solute carrier family 4 member 2	SLC4A2	6522	U62531
37558_at	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	IGF2BP3	10643	U97188
37559_at	MTERF4	mitochondrial transcription termination factor 4	MTERF4	130916	
37560_at	SNED1	sushi, nidogen and EGF like domains 1	SNED1	25992	AL050143
37561_at	NFYA	nuclear transcription factor Y subunit alpha	NFYA	4800	
37562_at	PCDH1	protocadherin 1	PCDH1	5097	L11370
37563_at	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	SRGAP3	9901	AB007871
37564_at	HINFP	histone H4 transcription factor	HINFP	25988	AL080201
37565_at	MMD	monocyte to macrophage differentiation associated	MMD	23531	X85750
37566_at	PHF24	PHD finger protein 24	PHF24	23349	AB028968
37567_at	SALL2	spalt like transcription factor 2	SALL2	6297	X98834
37568_at	GRM5	glutamate metabotropic receptor 5	GRM5	2915	U79242
37569_at	PDCD6	programmed cell death 6	PDCD6	10016	AF035606
37570_at	ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate)///sorting nexin 15	ARL2-SNX15///SNX15	100528018///29907	AF001435
37571_at	DOCK9	dedicator of cytokinesis 9	DOCK9	23348	AB028981
37572_at	CCK	cholecystokinin	CCK	885	
37573_at	ANGPTL2	angiopoietin like 2	ANGPTL2	23452	AF007150
37574_at	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	NEDD9	4739	L43821
37575_at	ATF2	activating transcription factor 2	ATF2	1386	AL050192
37576_at	PCP4	Purkinje cell protein 4	PCP4	5121	U52969
37577_at	ARHGAP19	Rho GTPase activating protein 19	ARHGAP19	84986	U79256
37578_at	AFAP1	actin filament associated protein 1	AFAP1	60312	D25248
37579_at	CYFIP2	cytoplasmic FMR1 interacting protein 2	CYFIP2	26999	L47738
37580_at	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	SH3GL3	6457	AF036271
37581_at	PPP6C	protein phosphatase 6 catalytic subunit	PPP6C	5537	X92972
37582_at	KRT15	keratin 15	KRT15	3866	X07696
37583_at	KDM5D	lysine demethylase 5D	KDM5D	8284	U52191
37584_at	FANCG	Fanconi anemia complementation group G	FANCG	2189	AJ007669
37585_at	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	SNRPA1	6627	X13482
37586_at	ZNF142	zinc finger protein 142	ZNF142	7701	D87073
37587_at	RCVRN	recoverin	RCVRN	5957	S43855
37588_s_at	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	MAPK8IP2	23542	
37589_at	AL109698				AL109698
37590_g_at	AL109698				AL109698
37591_at	UCP2	uncoupling protein 2	UCP2	7351	U94592
37592_at	CKMT2	creatine kinase, mitochondrial 2	CKMT2	1160	J05401
37593_at	PCCA	propionyl-CoA carboxylase alpha subunit	PCCA	5095	X14608
37594_at	BHMT	betaine--homocysteine S-methyltransferase	BHMT	635	U50929
37595_at	FRRS1L	ferric chelate reductase 1 like	FRRS1L	23732	AF038201
37596_at	PLCD1	phospholipase C delta 1	PLCD1	5333	U09117
37597_s_at	EXOC3	exocyst complex component 3	EXOC3	11336	AF055006
37598_at	RASSF2	Ras association domain family member 2	RASSF2	9770	D79990
37599_at	AOX1	aldehyde oxidase 1	AOX1	316	AH005616
375_at	GSTT1	glutathione S-transferase theta 1	GSTT1	2952	
37600_at	ECM1	extracellular matrix protein 1	ECM1	1893	U68186
37601_at	SLC22A3	solute carrier family 22 member 3	SLC22A3	6581	AJ001417
37602_at	GAMT	guanidinoacetate N-methyltransferase	GAMT	2593	Z49878
37603_at	IL1RN	interleukin 1 receptor antagonist	IL1RN	3557	X52015
37604_at	HNMT	histamine N-methyltransferase	HNMT	3176	
37605_at	COL2A1	collagen type II alpha 1 chain	COL2A1	1280	L10347
37606_at	KHK	ketohexokinase	KHK	3795	X78678
37607_at	KHK	ketohexokinase	KHK	3795	AJ005168
37608_g_at	KHK	ketohexokinase	KHK	3795	AJ005168
37609_at	NUBP1	nucleotide binding protein 1	NUBP1	4682	U01833
37610_at	COA1	cytochrome c oxidase assembly factor 1 homolog	COA1	55744	
37611_at	TNFRSF11B	TNF receptor superfamily member 11b	TNFRSF11B	4982	AB008822
37612_at	PVALB	parvalbumin	PVALB	5816	
37613_at	PVALB	parvalbumin	PVALB	5816	X63578
37614_g_at	PVALB	parvalbumin	PVALB	5816	X63578
37615_at	GRB10	growth factor receptor bound protein 10	GRB10	2887	D86962
37616_at	AUH	AU RNA binding methylglutaconyl-CoA hydratase	AUH	549	X79888
37617_at	CCSER2	coiled-coil serine rich protein 2	CCSER2	54462	U90912
37618_at	HOXB7	homeobox B7	HOXB7	3217	M16937
37619_at	METAP1	methionyl aminopeptidase 1	METAP1	23173	D42084
37620_at	TAF12	TATA-box binding protein associated factor 12	TAF12	6883	U57693
37621_at	IL6ST	interleukin 6 signal transducer	IL6ST	3572	M57230
37622_r_at	PSIP1	PC4 and SFRS1 interacting protein 1	PSIP1	11168	AF063020
37623_at	NR4A2	nuclear receptor subfamily 4 group A member 2	NR4A2	4929	X75918
37624_at	CA3	carbonic anhydrase 3	CA3	761	M29458
37625_at	IRF4	interferon regulatory factor 4	IRF4	3662	U52682
37626_at	IRF4	interferon regulatory factor 4	IRF4	3662	
37627_g_at	IRF4	interferon regulatory factor 4	IRF4	3662	
37628_at	MAOB	monoamine oxidase B	MAOB	4129	M69177
37629_at	CSNK2A2	casein kinase 2 alpha 2	CSNK2A2	1459	M55268
37630_at	CHRDL1	chordin like 1	CHRDL1	91851	
37631_at	MYO1E	myosin IE	MYO1E	4643	U14391
37632_s_at	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	DNAJC2	27000	X98260
37633_s_at	PAEP	progestagen associated endometrial protein	PAEP	5047	J04129
37634_at	PAEP	progestagen associated endometrial protein	PAEP	5047	M61886
37635_at	TCHH	trichohyalin	TCHH	7062	L09190
37636_at	JADE3	jade family PHD finger 3	JADE3	9767	D86969
37637_at	RGS3	regulator of G-protein signaling 3	RGS3	5998	U27655
37638_at	DOCK1	dedicator of cytokinesis 1	DOCK1	1793	D50857
37639_at	HPN	hepsin	HPN	3249	X07732
37640_at	HPRT1	hypoxanthine phosphoribosyltransferase 1	HPRT1	3251	M31642
37641_at	IFI44	interferon induced protein 44	IFI44	10561	D28915
37642_at	FAM175B	family with sequence similarity 175 member B	FAM175B	23172	D63877
37643_at	FAS	Fas cell surface death receptor	FAS	355	X63717
37644_s_at	FAS	Fas cell surface death receptor	FAS	355	Z70519
37645_at	CD69	CD69 molecule	CD69	969	Z22576
37646_at	POLD3	DNA polymerase delta 3, accessory subunit	POLD3	10714	D26018
37647_at	AOAH	acyloxyacyl hydrolase	AOAH	313	M62840
37648_at	TTLL12	tubulin tyrosine ligase like 12	TTLL12	23170	D63487
37649_at	HMBS	hydroxymethylbilane synthase	HMBS	3145	M95623
37650_at	MKRN1	makorin ring finger protein 1	MKRN1	23608	U41315
37651_at	RCOR1	REST corepressor 1	RCOR1	23186	D31888
37652_at	CABIN1	calcineurin binding protein 1	CABIN1	23523	AB002328
37653_at	COL18A1	collagen type XVIII alpha 1 chain	COL18A1	80781	AF018081
37654_at	SNX17	sorting nexin 17	SNX17	9784	D31764
37655_at	GOLGB1	golgin B1	GOLGB1	2804	X75304
37656_at	SCAP	SREBF chaperone	SCAP	22937	D83782
37657_at	PALM	paralemmin	PALM	5064	Y16270
37658_at	GAS6	growth arrest specific 6	GAS6	2621	L13720
37659_at	IMMT	inner membrane mitochondrial protein	IMMT	10989	L42572
37660_at	SPAG8	sperm associated antigen 8	SPAG8	26206	U12978
37661_at	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	ATP2B1	490	J04027
37662_at	UBE2G1	ubiquitin conjugating enzyme E2 G1	UBE2G1	7326	
37663_at	DDX1	DEAD/H-box helicase 1	DDX1	1653	X70649
37664_at	DRG2	developmentally regulated GTP binding protein 2	DRG2	1819	X80754
37665_at	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	EIF2B1	1967	X95648
37666_at	PSMB5	proteasome subunit beta 5	PSMB5	5693	D29011
37667_at	UROD	uroporphyrinogen decarboxylase	UROD	7389	AF104421
37668_at	C1QBP	complement C1q binding protein	C1QBP	708	
37669_s_at	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	ATP1B1	481	U16799
37670_at	ANXA7	annexin A7	ANXA7	310	J04543
37671_at	LAMA4	laminin subunit alpha 4	LAMA4	3910	S78569
37672_at	USP7	ubiquitin specific peptidase 7	USP7	7874	Z72499
37673_at	NSMAF	neutral sphingomyelinase activation associated factor	NSMAF	8439	X96586
37674_at	ALAS1	5'-aminolevulinate synthase 1	ALAS1	211	Y00451
37675_at	SLC25A3	solute carrier family 25 member 3	SLC25A3	5250	X60036
37676_at	PDE8A	phosphodiesterase 8A	PDE8A	5151	AF056490
37677_at	PGK1	phosphoglycerate kinase 1	PGK1	5230	V00572
37678_at	BAMBI	BMP and activin membrane bound inhibitor	BAMBI	25805	U23070
37679_at	IFRD1	interferon related developmental regulator 1	IFRD1	3475	Y10313
37680_at	AKAP12	A-kinase anchoring protein 12	AKAP12	9590	U81607
37681_i_at	SNHG4	small nucleolar RNA host gene 4///matrin 3	SNHG4///MATR3	724102///9782	AB018266
37682_r_at	SNHG4	small nucleolar RNA host gene 4///matrin 3	SNHG4///MATR3	724102///9782	AB018266
37683_at	USP10	ubiquitin specific peptidase 10	USP10	9100	D80012
37684_at	SLCO2B1	solute carrier organic anion transporter family member 2B1	SLCO2B1	11309	AB020687
37685_at	PICALM	phosphatidylinositol binding clathrin assembly protein	PICALM	8301	U45976
37686_s_at	UNG	uracil DNA glycosylase	UNG	7374	Y09008
37687_i_at	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIa	FCGR2C///FCGR2A	9103///2212	M31932
37688_f_at	FCGR2A	Fc fragment of IgG receptor IIa	FCGR2A	2212	M31932
37689_s_at	FCGR2A	Fc fragment of IgG receptor IIa	FCGR2A	2212	X68090
37690_at	ILVBL	ilvB acetolactate synthase like	ILVBL	10994	U61263
37691_at	MEF2B	myocyte enhancer factor 2B///BLOC-1 related complex subunit 8///BORCS8-MEF2B readthrough	MEF2B///BORCS8///BORCS8-MEF2B	100271849///729991///4207	X63380
37692_at	DBI	diazepam binding inhibitor, acyl-CoA binding protein	DBI	1622	AI557240
37693_at	LOC101930388	uncharacterized LOC101930388///uncharacterized LOC101928143///NUMB, endocytic adaptor protein	LOC101930388///LOC101928143///NUMB	101930388///101928143///8650	L40393
37694_at	PHF3	PHD finger protein 3	PHF3	23469	D87685
37695_at	RNF144A	ring finger protein 144A	RNF144A	9781	D79983
37696_at	VDAC2	voltage dependent anion channel 2	VDAC2	7417	L06328
37697_s_at	VDAC2	voltage dependent anion channel 2	VDAC2	7417	L08666
37698_at	AKAP1	A-kinase anchoring protein 1	AKAP1	8165	X97335
37699_at	METAP2	methionyl aminopeptidase 2	METAP2	10988	U29607
376_at	SEMA3C	semaphorin 3C	SEMA3C	10512	AB000220
37700_at	BLMH	bleomycin hydrolase	BLMH	642	X92106
37701_at	RGS2	regulator of G-protein signaling 2	RGS2	5997	L13463
37702_at	CUL3	cullin 3	CUL3	8452	AB014517
37703_at	SNORD45C	small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit	SNORD45C///SNORD45A///SNORD45B///RABGGTB	692085///26805///26804///5876	Y08201
37704_at	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide	BCKDHA	593	Z14093
37705_at	PPP1R8	protein phosphatase 1 regulatory subunit 8	PPP1R8	5511	U14575
37706_at	GLG1	golgi glycoprotein 1	GLG1	2734	U28811
37707_i_at	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH5	128	M81118
37708_r_at	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH5	128	M81118
37709_at	PUDP	pseudouridine 5'-phosphatase	PUDP	8226	M86934
37710_at	MEF2C	myocyte enhancer factor 2C	MEF2C	4208	L08895
37711_at	MEF2C	myocyte enhancer factor 2C	MEF2C	4208	S57212
37712_g_at	MEF2C	myocyte enhancer factor 2C	MEF2C	4208	S57212
37713_at	ABHD14A-ACY1	ABHD14A-ACY1 readthrough///aminoacylase 1	ABHD14A-ACY1///ACY1	100526760///95	L07548
37714_at	GAP43	growth associated protein 43	GAP43	2596	M25667
37715_at	SNW1	SNW domain containing 1	SNW1	22938	AF045184
37716_at	CD200	CD200 molecule	CD200	4345	X05323
37717_at	HNRNPM	heterogeneous nuclear ribonucleoprotein M	HNRNPM	4670	L03532
37718_at	SNRK	SNF related kinase	SNRK	54861	D43636
37719_at	MLF2	myeloid leukemia factor 2	MLF2	8079	AF070539
37720_at	HSPD1	heat shock protein family D (Hsp60) member 1	HSPD1	3329	M22382
37721_at	DHPS	deoxyhypusine synthase	DHPS	1725	U79262
37722_s_at	DHPS	deoxyhypusine synthase	DHPS	1725	U26266
37723_at	CCNG2	cyclin G2	CCNG2	901	U47414
37724_at	MYC	v-myc avian myelocytomatosis viral oncogene homolog	MYC	4609	V00568
37725_at	PPP1CC	protein phosphatase 1 catalytic subunit gamma	PPP1CC	5501	X74008
37726_at	MRPL3	mitochondrial ribosomal protein L3	MRPL3	11222	X06323
37727_i_at	RCN2	reticulocalbin 2	RCN2	5955	X78669
37728_r_at	RCN2	reticulocalbin 2	RCN2	5955	X78669
37729_at	XPO1	exportin 1	XPO1	7514	Y08614
37730_at	SND1	staphylococcal nuclease and tudor domain containing 1	SND1	27044	U22055
37731_at	EPS15	epidermal growth factor receptor pathway substrate 15	EPS15	2060	Z29064
37732_at	RYBP	RING1 and YY1 binding protein	RYBP	23429	AL049940
37733_at	MAPK14	mitogen-activated protein kinase 14	MAPK14	1432	L35263
37734_at	MOB1A	MOB kinase activator 1A	MOB1A	55233	D80006
37735_at	DNAJC25-GNG10	DNAJC25-GNG10 readthrough///G protein subunit gamma 10	DNAJC25-GNG10///GNG10	552891///2790	U31383
37736_at	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMT1	5110	D13892
37737_at	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMT1	5110	D25547
37738_g_at	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMT1	5110	D25547
37739_at	SSRP1	structure specific recognition protein 1	SSRP1	6749	M86737
37740_r_at	SLC25A5	solute carrier family 25 member 5	SLC25A5	292	J02683
37741_at	PYCR1	pyrroline-5-carboxylate reductase 1	PYCR1	5831	M77836
37742_at	TMPPE	transmembrane protein with metallophosphoesterase domain///galactosidase beta 1	TMPPE///GLB1	643853///2720	M34423
37743_at	FEZ1	fasciculation and elongation protein zeta 1	FEZ1	9638	U60060
37744_r_at	FEZ1	fasciculation and elongation protein zeta 1	FEZ1	9638	U60062
37745_s_at	ST5	suppression of tumorigenicity 5	ST5	6764	U15780
37746_r_at	ST5	suppression of tumorigenicity 5	ST5	6764	U15131
37747_at	ANXA5	annexin A5	ANXA5	308	AH005374
37748_at	KIAA0232	KIAA0232	KIAA0232	9778	D86985
37749_at	MEST	mesoderm specific transcript	MEST	4232	D78611
37750_at	UBE2V2	ubiquitin conjugating enzyme E2 V2	UBE2V2	7336	AF049140
37751_at	TM9SF4	transmembrane 9 superfamily member 4	TM9SF4	9777	D87444
37752_at	EIF4E	eukaryotic translation initiation factor 4E	EIF4E	1977	M15353
37753_at	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	SMARCD1	6602	U66617
37754_at	LGALS3BP	galectin 3 binding protein	LGALS3BP	3959	L13210
37755_at	BTBD3	BTB domain containing 3	BTBD3	22903	AB023169
37756_at	RYK	receptor-like tyrosine kinase	RYK	6259	S59184
37757_at	TFDP1	transcription factor Dp-1	TFDP1	7027	L23959
37758_s_at	W28479				W28479
37759_at	LAPTM5	lysosomal protein transmembrane 5	LAPTM5	7805	U51240
37760_at	BAIAP2	BAI1 associated protein 2	BAIAP2	10458	AB015019
37761_at	BAIAP2	BAI1 associated protein 2	BAIAP2	10458	AB015020
37762_at	EMP1	epithelial membrane protein 1	EMP1	2012	Y07909
37763_at	RXRB	retinoid X receptor beta	RXRB	6257	
37764_at	HLCS	holocarboxylase synthetase	HLCS	3141	D87328
37765_at	LMOD1	leiomodin 1	LMOD1	25802	X54162
37766_s_at	PSMC5	proteasome 26S subunit, ATPase 5	PSMC5	5705	AF035309
37767_at	HTT	huntingtin	HTT	3064	
37768_at	MPG	N-methylpurine DNA glycosylase	MPG	4350	M74905
37769_at	LPAR2	lysophosphatidic acid receptor 2	LPAR2	9170	AF011466
37770_at	TAF2	TATA-box binding protein associated factor 2	TAF2	6873	AF026445
37771_at	TAOK2	TAO kinase 2	TAOK2	9344	AB020688
37772_at	CDK12	cyclin dependent kinase 12	CDK12	51755	AB020711
37773_at	RPGRIP1L	RPGRIP1 like	RPGRIP1L	23322	AB023222
37774_at	SEPT6	septin 6	SEPT6	23157	
37775_at	SEPT6	septin 6	SEPT6	23157	W25951
37776_at	PHTF1	putative homeodomain transcription factor 1	PHTF1	10745	AJ011863
37777_at	PTPRB	protein tyrosine phosphatase, receptor type B	PTPRB	5787	X54131
37778_at	KIN	Kin17 DNA and RNA binding protein	KIN	22944	AJ005273
37779_at	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	SMPDL3B	27293	Y08134
37780_at	PCLO	piccolo presynaptic cytomatrix protein	PCLO	27445	AB011131
37781_at	NRXN2	neurexin 2	NRXN2	9379	AB023138
37782_at	SST	somatostatin	SST	6750	
37783_at	AF070575				AF070575
37784_at	CDH6	cadherin 6	CDH6	1004	AL049227
37785_at	RND1	Rho family GTPase 1	RND1	27289	U69563
37786_at	MARCH3	membrane associated ring-CH-type finger 3	MARCH3	115123	AF055007
37787_at	LINC00950	long intergenic non-protein coding RNA 950	LINC00950	92973	AF052116
37788_at	ADAM23	ADAM metallopeptidase domain 23	ADAM23	8745	AF052115
37789_at	TADA2A	transcriptional adaptor 2A	TADA2A	6871	AF064094
37790_at	VENTX	VENT homeobox	VENTX	27287	AF068006
37791_at	37791_at				
37792_s_at	RAD51D	RAD51 paralog D	RAD51D	5892	Y15572
37793_r_at	RAD51D	RAD51 paralog D	RAD51D	5892	AF034956
37794_at	LOC155060	AI894139 pseudogene	LOC155060	155060	AF035281
37795_at	ARSB	arylsulfatase B	ARSB	411	M32373
37796_at	SAP25	Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4	SAP25///LRCH4	100316904///4034	
37797_at	RPE	ribulose-5-phosphate-3-epimerase	RPE	6120	AJ224326
37798_at	ERLIN2	ER lipid raft associated 2	ERLIN2	11160	
37799_at	ASGR2	asialoglycoprotein receptor 2	ASGR2	433	X55284
377_g_at	SEMA3C	semaphorin 3C	SEMA3C	10512	AB000220
37800_r_at	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	ACSM2A	123876	
37801_at	ATP6V0A2	ATPase H+ transporting V0 subunit a2	ATP6V0A2	23545	AF112972
37802_r_at	FAM63B	family with sequence similarity 63 member B	FAM63B	54629	AL049226
37803_at	FAM63B	family with sequence similarity 63 member B	FAM63B	54629	AI668626
